"BID" "SSID"
"3998346039_R09C01" "UP000KT87901"
"3998346015_R02C02" "UP000KT88001"
"3998359012_R03C02" "UP000KT88101"
"3998370133_R02C02" "UP000KT88401"
"3998370110_R04C01" "UP000KT88501"
"3998359012_R05C02" "UP000KT89401"
"3998359012_R08C02" "UP000KT89601"
"3998359012_R07C02" "UP000KT90001"
"3998359012_R01C02" "UP000KT90101"
"3998359012_R12C02" "UP000KT90501"
"3998370094_R12C01" "UP000KTR0001"
"3998359025_R10C01" "UP000KTR0003"
"3998352015_R02C01" "UP000KTR0004"
"3998370094_R11C01" "UP000KTR0006"
"3998370094_R04C02" "UP000KTR0007"
"3998346106_R07C01" "UP000KTR0008"
"3998359016_R12C01" "UP000KTR0009"
"3998346106_R04C02" "UP000KTR0010"
"3998346106_R11C01" "UP000KTR0013"
"3998359034_R09C01" "UP000KTR0016"
"3998346106_R05C01" "UP000KTR0019"
"3998359141_R03C02" "UP000KTR0021"
"3998370094_R06C02" "UP000KTR0022"
"3998359034_R01C02" "UP000KTR0023"
"3998346106_R01C01" "UP000KTR0025"
"3998359012_R07C01" "UP000KTR0026"
"3998346106_R12C01" "UP000KTR0027"
"3998359141_R04C02" "UP000KTR0029"
"3998359141_R09C02" "UP000KTR0031"
"3998359141_R11C02" "UP000KTR0032"
"3998359141_R02C02" "UP000KTR0033"
"3998359141_R06C02" "UP000KTR0034"
"3998359016_R07C01" "UP000KTR0035"
"3998359158_R08C02" "UP000KTR0036"
"3998359141_R05C02" "UP000KTR0037"
"3998359141_R08C02" "UP000KTR0038"
"3998346106_R01C02" "UP000KTR0040"
"3998352125_R06C02" "UP000KTR0041"
"3998352159_R01C01" "UP000KTR0043"
"3998352159_R06C01" "UP000KTR0044"
"3998359141_R12C01" "UP000KTR0046"
"3998359141_R01C02" "UP000KTR0047"
"3998370110_R06C02" "UP000KTR0048"
"3998359012_R10C01" "UP000KTR0050"
"3998359025_R02C02" "UP000KTR0051"
"3998370110_R07C01" "UP000KTR0053"
"3998359012_R08C01" "UP000KTR0055"
"3998352149_R08C01" "UP000KTR0059"
"3998370110_R08C02" "UP000KTR0061"
"3998352149_R11C02" "UP000KTR0063"
"3998359034_R03C02" "UP000KTR0064"
"3998359034_R04C02" "UP000KTR0065"
"3998352159_R09C02" "UP000KTR0067"
"3998352149_R01C01" "UP000KTR0068"
"3998370094_R09C02" "UP000KTR0069"
"3998359034_R08C02" "UP000KTR0070"
"3998359034_R12C01" "UP000KTR0071"
"3998352125_R11C02" "UP000KTR0072"
"3998352113_R03C01" "UP000KTR0074"
"3998370110_R04C02" "UP000KTR0075"
"3998352113_R08C01" "UP000KTR0076"
"3998352113_R11C02" "UP000KTR0077"
"3998352163_R05C01" "UP000KTR0079"
"3998359158_R03C02" "UP000KTR0080"
"3998359034_R07C01" "UP000KTR0082"
"3998370110_R12C01" "UP000KTR0083"
"3998346106_R02C02" "UP000KTR0085"
"3998370094_R07C01" "UP000KTR0086"
"3998352163_R10C01" "UP000KTR0087"
"3998352149_R06C01" "UP000KTR0088"
"3998370094_R09C01" "UP000KTR0089"
"3998352149_R09C02" "UP000KTR0091"
"3998359012_R04C01" "UP000KTR0092"
"3998352113_R01C01" "UP000KTR0094"
"3998352113_R06C01" "UP000KTR0095"
"3998359141_R10C02" "UP000KTR0096"
"3998346106_R10C01" "UP000KTR0099"
"3998352113_R09C02" "UP000KTR0102"
"3998352163_R03C01" "UP000KTR0103"
"3998359016_R03C01" "UP000KTR0104"
"3998352163_R08C01" "UP000KTR0105"
"3998352163_R11C02" "UP000KTR0106"
"3998346015_R03C02" "UP000KTR0107"
"3998352159_R03C01" "UP000KTR0108"
"3998352113_R04C01" "UP000KTR0109"
"3998352159_R08C01" "UP000KTR0110"
"3998359158_R11C01" "UP000KTR0111"
"3998359016_R04C02" "UP000KTR0112"
"3998346015_R01C02" "UP000KTR0116"
"3998352113_R07C02" "UP000KTR0121"
"3998352109_R03C02" "UP000KTR0123"
"3998352125_R07C02" "UP000KTR0125"
"3998352125_R04C01" "UP000KTR0126"
"3998346015_R10C02" "UP000KTR0127"
"3998352125_R12C02" "UP000KTR0128"
"3998346133_R08C01" "UP000KTR0130"
"3998352125_R11C01" "UP000KTR0132"
"3998346084_R08C02" "UP000KTR0133"
"3998352125_R01C02" "UP000KTR0134"
"3998346084_R10C02" "UP000KTR0135"
"3998352125_R08C01" "UP000KTR0137"
"3998346133_R11C02" "UP000KTR0138"
"3998352125_R03C02" "UP000KTR0139"
"3998346084_R03C02" "UP000KTR0140"
"3998346084_R05C02" "UP000KTR0141"
"3998370105_R10C01" "UP000KTR0143"
"3998352149_R03C01" "UP000KTR0144"
"3998346014_R11C01" "UP000KTR0145"
"3998352125_R08C02" "UP000KTR0148"
"3998346101_R10C01" "UP000KTR0149"
"3998346015_R05C02" "UP000KTR0150"
"3998352163_R02C02" "UP000KTR0152"
"3998346014_R08C02" "UP000KTR0153"
"3998346015_R02C01" "UP000KTR0154"
"3998352109_R05C02" "UP000KTR0155"
"3998352109_R02C01" "UP000KTR0156"
"3998346096_R03C01" "UP000KTR0157"
"3998359040_R04C01" "UP000KTR0160"
"3998359025_R12C02" "UP000KTR0164"
"3998346084_R12C01" "UP000KTR0165"
"3998352125_R09C01" "UP000KTR0166"
"3998346134_R12C01" "UP000KTR0168"
"3998346084_R04C02" "UP000KTR0170"
"3998346133_R07C01" "UP000KTR0171"
"3998359040_R07C02" "UP000KTR0172"
"3998352163_R06C01" "UP000KTR0174"
"3998346084_R02C02" "UP000KTR0175"
"3998346101_R11C01" "UP000KTR0176"
"3998346084_R07C02" "UP000KTR0177"
"3998346101_R03C02" "UP000KTR0179"
"3998346084_R12C02" "UP000KTR0180"
"3998370105_R06C01" "UP000KTR0181"
"3998352163_R09C02" "UP000KTR0182"
"3998370105_R02C02" "UP000KTR0183"
"3998346101_R05C02" "UP000KTR0184"
"3998346084_R06C02" "UP000KTR0186"
"3998346101_R08C01" "UP000KTR0187"
"3998359025_R07C02" "UP000KTR0188"
"3998370105_R11C02" "UP000KTR0189"
"3998346101_R12C01" "UP000KTR0190"
"3998346101_R02C01" "UP000KTR0191"
"3998346084_R01C02" "UP000KTR0192"
"3998346135_R07C01" "UP000KTR0193"
"3998346134_R04C02" "UP000KTR0195"
"3998370105_R06C02" "UP000KTR0196"
"3998359066_R12C02" "UP000KTR0197"
"3998346084_R11C02" "UP000KTR0198"
"3998346101_R09C01" "UP000KTR0199"
"3998346133_R03C01" "UP000KTR0204"
"3998359060_R07C02" "UP000KTR0206"
"3998346101_R06C01" "UP000KTR0207"
"3998346101_R09C02" "UP000KTR0208"
"3998346101_R11C02" "UP000KTR0209"
"3998346101_R02C02" "UP000KTR0210"
"3998359060_R04C01" "UP000KTR0213"
"3998346133_R10C02" "UP000KTR0214"
"3998346101_R01C02" "UP000KTR0215"
"3998346104_R12C01" "UP000KTR0216"
"3998346096_R08C01" "UP000KTR0217"
"3998359016_R12C02" "UP000KTR0218"
"3998359016_R07C02" "UP000KTR0219"
"3998359025_R04C02" "UP000KTR0220"
"3998346101_R07C01" "UP000KTR0221"
"3998346101_R10C02" "UP000KTR0222"
"3998359025_R01C02" "UP000KTR0223"
"3998346101_R12C02" "UP000KTR0224"
"3998359025_R10C02" "UP000KTR0225"
"3998370105_R04C02" "UP000KTR0226"
"3998346076_R02C02" "UP000KTR0227"
"3998370105_R04C01" "UP000KTR0231"
"3998346104_R01C02" "UP000KTR0233"
"3998359066_R07C02" "UP000KTR0234"
"3998359025_R05C02" "UP000KTR0235"
"3998346101_R01C01" "UP000KTR0236"
"3998346096_R11C02" "UP000KTR0237"
"3998370105_R07C02" "UP000KTR0238"
"3998346101_R05C01" "UP000KTR0240"
"3998346135_R05C01" "UP000KTR0241"
"3998359025_R08C02" "UP000KTR0242"
"3998346095_R02C02" "UP000KTR0243"
"3998370105_R11C01" "UP000KTR0245"
"3998346101_R07C02" "UP000KTR0246"
"3998346101_R06C02" "UP000KTR0247"
"3998346135_R10C01" "UP000KTR0248"
"3998370105_R03C02" "UP000KTR0249"
"3998346096_R05C01" "UP000KTR0251"
"3998346095_R06C01" "UP000KTR0254"
"3998359060_R05C02" "UP000KTR0255"
"3998370105_R05C02" "UP000KTR0256"
"3998346104_R02C01" "UP000KTR0257"
"3998359016_R10C02" "UP000KTR0258"
"3998346096_R10C01" "UP000KTR0261"
"3998346096_R02C02" "UP000KTR0263"
"3998359025_R03C02" "UP000KTR0264"
"3998359040_R12C02" "UP000KTR0265"
"3998346135_R02C02" "UP000KTR0268"
"3998346084_R09C02" "UP000KTR0269"
"3998346095_R05C01" "UP000KTR0271"
"3998346146_R05C01" "UP000KTR0272"
"3998346095_R10C01" "UP000KTR0274"
"3998370105_R07C01" "UP000KTR0276"
"3998346146_R10C01" "UP000KTR0277"
"3998346135_R12C01" "UP000KTR0278"
"3998346146_R02C02" "UP000KTR0279"
"3998346133_R05C01" "UP000KTR0280"
"3998346133_R10C01" "UP000KTR0282"
"3998359025_R05C01" "UP000KTR0284"
"3998346133_R02C02" "UP000KTR0285"
"3998346095_R07C02" "UP000KTR0287"
"3998346095_R12C02" "UP000KTR0290"
"3998359025_R11C01" "UP000KTR0291"
"3998359060_R08C02" "UP000KTR0292"
"3998346101_R04C01" "UP000KTR0294"
"3998346101_R03C01" "UP000KTR0295"
"3998346101_R04C02" "UP000KTR0300"
"3998346101_R08C02" "UP000KTR0303"
"3998370105_R02C01" "UP000KTR0308"
"3998346095_R11C02" "UP000KTR0309"
"3998346135_R04C02" "UP000KTR0316"
"3998346096_R02C01" "UP000KTR0317"
"3998346146_R01C01" "UP000KTR0318"
"3998346146_R06C01" "UP000KTR0320"
"3998346095_R09C01" "UP000KTR0322"
"3998346104_R10C02" "UP000KTR0323"
"3998346146_R09C02" "UP000KTR0325"
"3998359141_R06C01" "UP000KTR0327"
"3998346133_R12C01" "UP000KTR0328"
"3998346146_R07C01" "UP000KTR0332"
"3998346096_R05C02" "UP000KTR0333"
"3998346146_R12C01" "UP000KTR0334"
"3998346146_R04C02" "UP000KTR0335"
"3998346096_R10C02" "UP000KTR0336"
"3998346133_R01C01" "UP000KTR0337"
"3998370094_R10C02" "UP000KTR0339"
"3998346133_R06C01" "UP000KTR0340"
"3998359066_R04C01" "UP000KTR0341"
"3998346135_R04C01" "UP000KTR0345"
"3998346135_R01C01" "UP000KTR0346"
"3998346135_R07C02" "UP000KTR0347"
"3998346133_R09C02" "UP000KTR0349"
"3998359016_R02C02" "UP000KTR0351"
"3998346104_R01C01" "UP000KTR0356"
"3998346096_R01C01" "UP000KTR0358"
"3998346106_R02C01" "UP000KTR0362"
"3998346104_R06C01" "UP000KTR0363"
"3998352163_R01C01" "UP000KTR0364"
"3998346135_R06C01" "UP000KTR0368"
"3998370094_R02C01" "UP000KTR0369"
"3998346104_R09C02" "UP000KTR0372"
"3998346093_R01C01" "UP000KTR0373"
"3998346096_R06C01" "UP000KTR0376"
"3998370094_R05C02" "UP000KTR0379"
"3998346096_R09C02" "UP000KTR0380"
"3998346135_R03C01" "UP000KTR0381"
"3998370110_R05C02" "UP000KTR0384"
"3998346135_R08C01" "UP000KTR0385"
"3998370110_R10C02" "UP000KTR0389"
"3998346135_R12C02" "UP000KTR0390"
"3998346093_R06C01" "UP000KTR0393"
"3998346146_R04C01" "UP000KTR0394"
"3998346093_R09C02" "UP000KTR0395"
"3998346134_R03C01" "UP000KTR0396"
"3998346146_R07C02" "UP000KTR0397"
"3998346104_R02C02" "UP000KTR0398"
"3998346146_R12C02" "UP000KTR0399"
"3998346134_R08C01" "UP000KTR0401"
"3998346134_R11C02" "UP000KTR0402"
"3998352109_R04C02" "UP000KTR0403"
"3998359034_R10C02" "UP000KTR0406"
"3998346135_R11C02" "UP000KTR0413"
"3998346133_R04C02" "UP000KTR0414"
"3998370110_R02C01" "UP000KTR0417"
"3998346146_R03C01" "UP000KTR0418"
"3998346095_R03C01" "UP000KTR0420"
"3998346146_R08C01" "UP000KTR0421"
"3998346015_R12C02" "UP000KTR0422"
"3998346146_R11C02" "UP000KTR0425"
"3998359040_R02C01" "UP000KTR0431"
"3998359126_R03C01" "UP000KTR0432"
"3998346095_R08C01" "UP000KTR0434"
"3998346095_R06C02" "UP000KTR0435"
"3998346135_R09C02" "UP000KTR0436"
"3998359060_R11C01" "UP000KTR0438"
"3998346104_R03C01" "UP000KTR0439"
"3998346096_R07C01" "UP000KTR0440"
"3998346104_R08C01" "UP000KTR0441"
"3998346104_R11C02" "UP000KTR0442"
"3998359060_R02C02" "UP000KTR0446"
"3998346093_R03C01" "UP000KTR0447"
"3998359040_R10C02" "UP000KTR0449"
"3998346093_R08C01" "UP000KTR0450"
"3998352125_R03C01" "UP000KTR0454"
"3998346096_R12C01" "UP000KTR0455"
"3998359060_R10C01" "UP000KTR0457"
"3998346096_R04C02" "UP000KTR0460"
"3998346093_R11C02" "UP000KTR0461"
"3998346134_R05C01" "UP000KTR0463"
"3998346146_R09C01" "UP000KTR0465"
"3998359126_R08C01" "UP000KTR0466"
"3998346134_R10C01" "UP000KTR0468"
"3998359139_R03C01" "UP000KTR0469"
"3998346135_R09C01" "UP000KTR0470"
"3998346133_R04C01" "UP000KTR0472"
"3998346135_R01C02" "UP000KTR0474"
"3998346135_R06C02" "UP000KTR0475"
"3998346014_R03C01" "UP000KTR0476"
"3998359060_R05C01" "UP000KTR0479"
"3998346014_R11C02" "UP000KTR0480"
"3998346133_R07C02" "UP000KTR0481"
"3998346014_R08C01" "UP000KTR0483"
"3998352159_R12C02" "UP000KTR0484"
"3998359141_R08C01" "UP000KTR0486"
"3998346133_R12C02" "UP000KTR0489"
"3998346106_R07C02" "UP000KTR0490"
"3998359125_R07C02" "UP000KTR0491"
"3998359126_R09C01" "UP000KTR0492"
"3998359126_R01C02" "UP000KTR0493"
"3998346146_R01C02" "UP000KTR0494"
"3998346096_R08C02" "UP000KTR0495"
"3998359126_R06C02" "UP000KTR0497"
"3998352113_R12C02" "UP000KTR0499"
"3998346093_R05C01" "UP000KTR0500"
"3998346106_R12C02" "UP000KTR0501"
"3998346015_R08C02" "UP000KTR0502"
"3998359139_R09C01" "UP000KTR0503"
"3998352159_R11C02" "UP000KTR0504"
"3998346146_R06C02" "UP000KTR0505"
"3998359139_R11C02" "UP000KTR0508"
"3998346015_R06C01" "UP000KTR0510"
"3998346015_R01C01" "UP000KTR0512"
"3998359125_R03C01" "UP000KTR0513"
"3998359125_R08C01" "UP000KTR0514"
"3998346133_R09C01" "UP000KTR0515"
"3998346133_R01C02" "UP000KTR0518"
"3998359125_R11C02" "UP000KTR0520"
"3998346133_R06C02" "UP000KTR0522"
"3998346096_R09C01" "UP000KTR0523"
"3998346096_R01C02" "UP000KTR0524"
"3998352159_R07C02" "UP000KTR0525"
"3998346096_R06C02" "UP000KTR0526"
"3998359139_R01C02" "UP000KTR0528"
"3998346135_R11C01" "UP000KTR0533"
"3998359139_R06C02" "UP000KTR0534"
"3998370094_R12C02" "UP000KTR0536"
"3998346096_R04C01" "UP000KTR0537"
"3998359125_R09C01" "UP000KTR0539"
"3998346135_R03C02" "UP000KTR0540"
"3998359125_R01C02" "UP000KTR0541"
"3998346014_R04C02" "UP000KTR0542"
"3998346135_R08C02" "UP000KTR0543"
"3998346146_R11C01" "UP000KTR0545"
"3998359125_R06C02" "UP000KTR0546"
"3998346096_R07C02" "UP000KTR0549"
"3998346093_R10C01" "UP000KTR0551"
"3998346096_R12C02" "UP000KTR0552"
"3998346093_R02C02" "UP000KTR0553"
"3998346134_R07C01" "UP000KTR0554"
"3998359141_R09C01" "UP000KTR0556"
"3998346146_R03C02" "UP000KTR0557"
"3998346146_R08C02" "UP000KTR0558"
"3998359103_R10C02" "UP000KTR0561"
"3998346106_R04C01" "UP000KTR0563"
"3998346133_R11C01" "UP000KTR0564"
"3998359141_R10C01" "UP000KTR0566"
"3998346134_R06C01" "UP000KTR0569"
"3998359103_R12C02" "UP000KTR0571"
"3998346134_R09C02" "UP000KTR0573"
"3998346133_R03C02" "UP000KTR0574"
"3998346095_R07C01" "UP000KTR0575"
"3998346095_R12C01" "UP000KTR0576"
"3998346133_R08C02" "UP000KTR0578"
"3998346134_R02C02" "UP000KTR0581"
"3998346096_R11C01" "UP000KTR0582"
"3998346095_R04C02" "UP000KTR0585"
"3998346096_R03C02" "UP000KTR0586"
"3998346095_R01C01" "UP000KTR0587"
"3998346104_R07C01" "UP000KTR0590"
"3998359016_R08C02" "UP000KTR0591"
"3998359016_R03C02" "UP000KTR0592"
"3998359016_R11C01" "UP000KTR0594"
"3998346104_R04C02" "UP000KTR0600"
"3998346135_R02C01" "UP000KTR0602"
"3998359125_R08C02" "UP000KTR0603"
"3998370105_R09C01" "UP000KTR0604"
"3998346093_R07C01" "UP000KTR0607"
"3998359126_R11C01" "UP000KTR0608"
"3998359012_R11C01" "UP000KTR0612"
"3998359126_R03C02" "UP000KTR0613"
"3998359126_R08C02" "UP000KTR0615"
"3998370105_R08C02" "UP000KTR0616"
"3998359141_R03C01" "UP000KTR0617"
"3998346135_R05C02" "UP000KTR0621"
"3998346135_R10C02" "UP000KTR0622"
"3998346093_R12C01" "UP000KTR0623"
"3998359139_R11C01" "UP000KTR0624"
"3998346093_R04C02" "UP000KTR0626"
"3998346146_R02C01" "UP000KTR0627"
"3998346104_R06C02" "UP000KTR0628"
"3998346146_R05C02" "UP000KTR0629"
"3998359125_R02C02" "UP000KTR0631"
"3998359125_R12C02" "UP000KTR0632"
"3998359139_R08C02" "UP000KTR0633"
"3998370094_R04C01" "UP000KTR0634"
"3998346134_R09C01" "UP000KTR0635"
"3998346146_R10C02" "UP000KTR0636"
"3998346133_R02C01" "UP000KTR0638"
"3998359125_R11C01" "UP000KTR0640"
"3998370094_R07C02" "UP000KTR0641"
"3998359125_R03C02" "UP000KTR0642"
"3998359139_R08C01" "UP000KTR0644"
"3998346133_R05C02" "UP000KTR0645"
"3998346014_R12C02" "UP000KTR0648"
"3998346104_R09C01" "UP000KTR0649"
"3998359016_R10C01" "UP000KTR0652"
"3998370110_R07C02" "UP000KTR0654"
"3998346104_R05C01" "UP000KTR0655"
"3998359126_R05C01" "UP000KTR0656"
"3998359141_R11C01" "UP000KTR0657"
"3998346134_R01C02" "UP000KTR0658"
"3998346014_R01C02" "UP000KTR0659"
"3998359126_R02C02" "UP000KTR0660"
"3998359141_R04C01" "UP000KTR0661"
"3998359139_R05C01" "UP000KTR0662"
"3998346104_R10C01" "UP000KTR0664"
"3998359139_R12C01" "UP000KTR0665"
"3998359126_R02C01" "UP000KTR0667"
"3998346095_R02C01" "UP000KTR0671"
"3998359126_R12C02" "UP000KTR0672"
"3998370105_R01C01" "UP000KTR0675"
"3998346093_R09C01" "UP000KTR0676"
"3998359126_R05C02" "UP000KTR0677"
"3998359139_R02C02" "UP000KTR0678"
"3998370110_R12C02" "UP000KTR0679"
"3998359126_R10C02" "UP000KTR0680"
"3998359139_R02C01" "UP000KTR0681"
"3998346093_R01C02" "UP000KTR0682"
"3998346134_R06C02" "UP000KTR0684"
"3998359025_R06C02" "UP000KTR0685"
"3998346095_R05C02" "UP000KTR0687"
"3998359141_R05C01" "UP000KTR0689"
"3998359125_R05C01" "UP000KTR0691"
"3998346093_R06C02" "UP000KTR0693"
"3998359125_R10C01" "UP000KTR0696"
"3998346015_R10C01" "UP000KTR0697"
"3998346134_R11C01" "UP000KTR0699"
"3998346134_R03C02" "UP000KTR0702"
"3998346134_R08C02" "UP000KTR0703"
"3998346095_R11C01" "UP000KTR0705"
"3998346095_R03C02" "UP000KTR0706"
"3998346095_R08C02" "UP000KTR0709"
"3998346104_R11C01" "UP000KTR0712"
"3998346104_R03C02" "UP000KTR0713"
"3998346104_R08C02" "UP000KTR0714"
"3998346093_R11C01" "UP000KTR0715"
"3998346093_R03C02" "UP000KTR0717"
"3998346093_R08C02" "UP000KTR0718"
"3998346134_R02C01" "UP000KTR0721"
"3998346134_R05C02" "UP000KTR0722"
"3998346134_R10C02" "UP000KTR0723"
"3998359139_R10C02" "UP000KTR0726"
"3998346095_R10C02" "UP000KTR0730"
"3998359025_R09C01" "UP000KTR0732"
"3998346104_R05C02" "UP000KTR0733"
"3998359139_R10C01" "UP000KTR0734"
"3998359060_R06C02" "UP000KTR0735"
"3998359034_R12C02" "UP000KTR0736"
"3998346093_R02C01" "UP000KTR0738"
"3998346093_R05C02" "UP000KTR0739"
"3998352125_R07C01" "UP000KTR0740"
"3998346093_R10C02" "UP000KTR0742"
"3998346134_R04C01" "UP000KTR0743"
"3998346134_R07C02" "UP000KTR0744"
"3998346134_R12C02" "UP000KTR0746"
"3998346015_R05C01" "UP000KTR0747"
"3998346095_R04C01" "UP000KTR0748"
"3998346095_R01C02" "UP000KTR0749"
"3998359060_R01C02" "UP000KTR0751"
"3998359060_R09C01" "UP000KTR0753"
"3998359126_R07C01" "UP000KTR0754"
"3998346104_R04C01" "UP000KTR0755"
"3998346104_R07C02" "UP000KTR0756"
"3998359126_R12C01" "UP000KTR0759"
"3998346104_R12C02" "UP000KTR0760"
"3998346093_R04C01" "UP000KTR0761"
"3998346093_R07C02" "UP000KTR0762"
"3998359139_R04C01" "UP000KTR0763"
"3998346093_R12C02" "UP000KTR0765"
"3998359126_R01C01" "UP000KTR0767"
"3998359126_R06C01" "UP000KTR0769"
"3998359126_R09C02" "UP000KTR0770"
"3998359126_R04C02" "UP000KTR0772"
"3998359139_R01C01" "UP000KTR0774"
"3998370094_R03C02" "UP000KTR0776"
"3998359139_R09C02" "UP000KTR0780"
"3998359125_R01C01" "UP000KTR0782"
"3998359139_R07C01" "UP000KTR0783"
"3998359139_R07C02" "UP000KTR0785"
"3998359139_R12C02" "UP000KTR0786"
"3998359125_R06C01" "UP000KTR0787"
"3998370094_R08C02" "UP000KTR0789"
"3998359125_R09C02" "UP000KTR0791"
"3998359139_R04C02" "UP000KTR0793"
"3998370105_R05C01" "UP000KTR0794"
"3998359016_R01C02" "UP000KTR0795"
"3998359125_R07C01" "UP000KTR0796"
"3998359126_R10C01" "UP000KTR0798"
"3998370105_R08C01" "UP000KTR0800"
"3998359125_R12C01" "UP000KTR0804"
"3998359125_R05C02" "UP000KTR0805"
"3998359125_R10C02" "UP000KTR0806"
"3998359141_R02C01" "UP000KTR0807"
"3998359125_R04C02" "UP000KTR0809"
"3998346015_R04C01" "UP000KTR0813"
"3998359125_R04C01" "UP000KTR0814"
"3998359141_R07C01" "UP000KTR0815"
"3998346015_R07C02" "UP000KTR0816"
"3998359016_R04C01" "UP000KTR0817"
"3998346014_R06C02" "UP000KTR0818"
"3998359126_R04C01" "UP000KTR0819"
"3998359126_R07C02" "UP000KTR0820"
"3998359016_R09C01" "UP000KTR0821"
"3998352149_R11C01" "UP000KTR0822"
"3998370105_R03C01" "UP000KTR0824"
"3998352109_R04C01" "UP000KTR0827"
"3998359139_R06C01" "UP000KTR0828"
"3998352109_R11C02" "UP000KTR0831"
"3998359141_R01C01" "UP000KTR0832"
"3998352163_R05C02" "UP000KTR0833"
"3998352109_R12C02" "UP000KTR0834"
"3998359126_R11C02" "UP000KTR0836"
"3998359139_R03C02" "UP000KTR0837"
"3998359139_R05C02" "UP000KTR0841"
"3998359012_R10C02" "UP000KTR0842"
"3998352159_R06C02" "UP000KTR0843"
"3998352163_R01C02" "UP000KTR0844"
"3998352149_R10C01" "UP000KTR0845"
"3998359012_R04C02" "UP000KTR0846"
"3998359012_R06C02" "UP000KTR0847"
"3998359012_R11C02" "UP000KTR0852"
"3998359016_R01C01" "UP000KTR0853"
"3998359012_R02C02" "UP000KTR0854"
"3998359012_R09C02" "UP000KTR0855"
"3998346106_R03C02" "UP000KTR0857"
"3998346106_R08C02" "UP000KTR0858"
"3998359034_R02C01" "UP000KTR0860"
"3998359034_R05C02" "UP000KTR0863"
"3998352109_R05C01" "UP000KTR0864"
"3998352125_R05C02" "UP000KTR0868"
"3998352125_R09C02" "UP000KTR0870"
"3998346014_R02C01" "UP000KTR0871"
"3998359034_R04C01" "UP000KTR0872"
"3998346014_R05C02" "UP000KTR0873"
"3998359034_R07C02" "UP000KTR0874"
"3998346106_R05C02" "UP000KTR0875"
"3998346014_R10C02" "UP000KTR0876"
"3998370105_R09C02" "UP000KTR0878"
"3998346015_R07C01" "UP000KTR0879"
"3998346106_R10C02" "UP000KTR0880"
"3998352109_R10C01" "UP000KTR0882"
"3998346015_R08C01" "UP000KTR0885"
"3998346014_R09C02" "UP000KTR0889"
"3998352109_R01C01" "UP000KTR0893"
"3998352125_R01C01" "UP000KTR0894"
"3998346015_R03C01" "UP000KTR0895"
"3998352109_R09C02" "UP000KTR0897"
"3998370105_R01C02" "UP000KTR0899"
"3998346015_R09C02" "UP000KTR0900"
"3998352125_R06C01" "UP000KTR0904"
"3998352109_R08C01" "UP000KTR0906"
"3998346014_R01C01" "UP000KTR0907"
"3998352109_R06C01" "UP000KTR0908"
"3998346015_R11C02" "UP000KTR0909"
"3998352109_R03C01" "UP000KTR0910"
"3998346014_R06C01" "UP000KTR0911"
"3998352149_R05C02" "UP000KTR0912"
"3998352109_R02C02" "UP000KTR0913"
"3998352125_R12C01" "UP000KTR0914"
"3998370105_R10C02" "UP000KTR0915"
"3998346014_R10C01" "UP000KTR0917"
"3998346014_R02C02" "UP000KTR0918"
"3998352125_R05C01" "UP000KTR0920"
"3998352109_R01C02" "UP000KTR0922"
"3998352109_R10C02" "UP000KTR0923"
"3998370105_R12C01" "UP000KTR0925"
"3998352159_R08C02" "UP000KTR0926"
"3998352149_R04C01" "UP000KTR0927"
"3998352163_R03C02" "UP000KTR0928"
"3998346014_R09C01" "UP000KTR0930"
"3998352109_R06C02" "UP000KTR0931"
"3998352109_R09C01" "UP000KTR0932"
"3998352149_R10C02" "UP000KTR0933"
"3998352163_R10C02" "UP000KTR0934"
"3998352159_R04C01" "UP000KTR0938"
"3998346095_R09C02" "UP000KTR0940"
"3998352159_R03C02" "UP000KTR0942"
"3998352109_R08C02" "UP000KTR0946"
"3998352163_R02C01" "UP000KTR0947"
"3998352113_R03C02" "UP000KTR0949"
"3998352125_R10C01" "UP000KTR0950"
"3998352163_R11C01" "UP000KTR0951"
"3998352149_R03C02" "UP000KTR0954"
"3998352113_R02C01" "UP000KTR0956"
"3998352113_R08C02" "UP000KTR0957"
"3998352113_R11C01" "UP000KTR0960"
"3998370142_R07C01" "UP000KTR0961"
"3998352163_R08C02" "UP000KTR0962"
"3998352159_R05C02" "UP000KTR0964"
"3998346015_R04C02" "UP000KTR0965"
"3998352109_R11C01" "UP000KTR0966"
"3998352159_R02C01" "UP000KTR0969"
"3998352159_R11C01" "UP000KTR0971"
"3998352113_R10C02" "UP000KTR0972"
"3998359016_R02C01" "UP000KTR0973"
"3998370142_R10C02" "UP000KTR0974"
"3998346014_R07C01" "UP000KTR0975"
"3998352149_R08C02" "UP000KTR0976"
"3998352149_R02C01" "UP000KTR0977"
"3998352149_R07C02" "UP000KTR0979"
"3998346014_R12C01" "UP000KTR0980"
"3998352109_R07C01" "UP000KTR0981"
"3998346015_R09C01" "UP000KTR0982"
"3998352159_R10C02" "UP000KTR0984"
"3998352149_R12C02" "UP000KTR0985"
"3998352109_R12C01" "UP000KTR0986"
"3998352113_R06C02" "UP000KTR0987"
"3998359060_R11C02" "UP000KTR0988"
"3998346015_R12C01" "UP000KTR0990"
"3998346134_R01C01" "UP000KTR0991"
"3998370131_R02C01" "UP000KTR0993"
"3998359125_R02C01" "UP000KTR0994"
"3998352113_R05C02" "UP000KTR0996"
"3998346015_R06C02" "UP000KTR0997"
"3998370160_R04C01" "UP000KTR0998"
"3998352163_R06C02" "UP000KTR1000"
"3998352159_R09C01" "UP000KTR1001"
