"BID" "SSID"
"3998352134_R09C02" "NJ0000018502"
"3998359132_R05C02" "NJ0000018505"
"3998346111_R05C01" "NJ0000018596"
"3998370026_R10C01" "NJ0000018599"
"3998359007_R11C01" "NJ0000018620"
"3998359144_R12C01" "NJ0000018652"
"3998352067_R07C02" "NJ0000018661"
"3998359058_R07C01" "NJ0000018689"
"3998359007_R08C02" "NJ0000018694"
"3998359164_R03C01" "NJ0000018709"
"3998705004_R05C01" "NJ0000018741"
"3998352068_R09C01" "NJ0000018759"
"3998352061_R05C01" "NJ0000018770"
"3998352067_R06C02" "NJ0000018777"
"3998359044_R12C02" "NJ0000018778"
"3998352067_R12C01" "NJ0000018800"
"3998705021_R03C01" "NJ0000018844"
"3998370041_R08C01" "NJ0000018871"
"3998359119_R10C01" "NJ0000018888"
"3998705021_R12C02" "NJ0000018901"
"3998352003_R04C01" "NJ0000018948"
"3998359144_R05C02" "NJ0000018957"
"3998346023_R07C02" "NJ0000018986"
"3998370068_R03C02" "NJ0000019046"
"3998352021_R01C02" "NJ0000019056"
"3998705004_R07C01" "NJ0000019096"
"3998352090_R03C01" "NJ0000019097"
"3998346061_R11C01" "NJ0000019125"
"3998370068_R09C02" "NJ0000019130"
"3998370058_R09C01" "NJ0000019177"
"3998359044_R11C02" "NJ0000019191"
"3998359119_R01C01" "NJ0000019205"
"3998352001_R11C02" "NJ0000019211"
"3998352027_R12C01" "NJ0000019215"
"3998705021_R04C02" "NJ0000019219"
"3998352002_R09C01" "NJ0000019276"
"3998352021_R01C01" "NJ0000019326"
"3998359119_R02C01" "NJ0000019329"
"3998359044_R07C01" "NJ0000019337"
"3998352067_R09C01" "NJ0000019339"
"3998359135_R01C02" "NJ0000019349"
"3998359119_R09C01" "NJ0000019365"
"3998346061_R12C01" "NJ0000019442"
"3998352068_R03C02" "NJ0000019465"
"3998352021_R08C02" "NJ0000019474"
"3998370058_R02C01" "NJ0000019498"
"3998359007_R10C02" "NJ0000019516"
"3998352079_R05C02" "NJ0000019518"
"3998346138_R03C01" "NJ0000019587"
"3998705004_R11C01" "NJ0000019600"
"3998359129_R05C01" "NJ0000019609"
"3998359119_R04C01" "NJ0000019668"
"3998370067_R07C02" "NJ0000019669"
"3998352061_R08C01" "NJ0000019719"
"3998359115_R04C02" "NJ0000019734"
"3998359070_R08C01" "NJ0000019735"
"3998346111_R10C01" "NJ0000019747"
"3998352002_R08C02" "NJ0000019785"
"3998359109_R07C01" "NJ0000019818"
"3998352001_R06C02" "NJ0000019821"
"3998705021_R10C01" "NJ0000019846"
"3998359119_R07C02" "NJ0000019934"
"3998370059_R04C01" "NJ0000019971"
"3998352067_R02C02" "NJ0000019990"
"3998359062_R03C02" "NJ0000020000"
"3998370156_R12C02" "NJ0000020001"
"3998370019_R07C02" "NJ0000020025"
"3998352118_R05C01" "NJ0000020027"
"3998359164_R03C02" "NJ0000020032"
"3998352114_R11C01" "NJ0000020100"
"3998705004_R08C01" "NJ0000020102"
"3998352027_R05C02" "NJ0000020128"
"3998359115_R09C02" "NJ0000020191"
"3998359081_R08C02" "NJ0000020211"
"3998370148_R08C01" "NJ0000020212"
"3998370058_R05C01" "NJ0000020238"
"3998359132_R10C01" "NJ0000020267"
"3998370060_R03C01" "NJ0000020280"
"3998705006_R12C02" "NJ0000020289"
"3998359068_R05C02" "NJ0000020292"
"3998352003_R03C02" "NJ0000020308"
"3998370148_R07C02" "NJ0000020316"
"3998370148_R02C02" "NJ0000020323"
"3998705005_R05C01" "NJ0000020346"
"3998370067_R09C02" "NJ0000020374"
"3998370087_R01C02" "NJ0000020424"
"3998359044_R02C01" "NJ0000020491"
"3998346138_R02C02" "NJ0000020497"
"3998359008_R04C01" "NJ0000020508"
"3998352134_R11C02" "NJ0000020548"
"3998346028_R09C02" "NJ0000020645"
"3998359011_R07C02" "NJ0000020653"
"3998352025_R12C01" "NJ0000020671"
"3998359129_R12C02" "NJ0000020678"
"3998359115_R01C01" "NJ0000020690"
"3998370019_R12C02" "NJ0000020702"
"3998370058_R03C02" "NJ0000020738"
"3998352025_R04C01" "NJ0000020743"
"3998359109_R09C02" "NJ0000020796"
"3998359011_R05C02" "NJ0000020827"
"3998352001_R05C01" "NJ0000020829"
"3998370059_R05C02" "NJ0000020832"
"3998370068_R10C01" "NJ0000020849"
"3998370067_R12C02" "NJ0000020880"
"3998705006_R06C01" "NJ0000020923"
"3998370098_R07C02" "NJ0000020950"
"3998352090_R01C01" "NJ0000020977"
"3998705004_R11C02" "NJ0000020980"
"3998370058_R12C02" "NJ0000021032"
"3998352027_R06C02" "NJ0000021061"
"3998359119_R02C02" "NJ0000021146"
"3998359119_R05C01" "NJ0000021147"
"3998370068_R12C01" "NJ0000021163"
"3998346138_R06C01" "NJ0000021183"
"3998359081_R01C02" "NJ0000021203"
"3998346061_R03C02" "NJ0000021220"
"3998359132_R06C02" "NJ0000021222"
"3998352166_R04C02" "NJ0000021243"
"3998370087_R06C01" "NJ0000021255"
"3998346138_R09C02" "NJ0000021259"
"3998359062_R06C01" "NJ0000021342"
"3998346120_R08C02" "NJ0000021360"
"3998352067_R02C01" "NJ0000021363"
"3998359164_R01C01" "NJ0000021379"
"3998352092_R09C01" "NJ0000021380"
"3998359144_R02C02" "NJ0000021392"
"3998359129_R03C02" "NJ0000021393"
"3998359062_R01C01" "NJ0000021398"
"3998370041_R04C02" "NJ0000021413"
"3998359164_R06C01" "NJ0000021418"
"3998352114_R11C02" "NJ0000021440"
"3998346120_R02C01" "NJ0000021446"
"3998370092_R10C01" "NJ0000021453"
"3998352025_R11C01" "NJ0000021460"
"3998370148_R06C02" "NJ0000021462"
"3998359062_R05C01" "NJ0000021469"
"3998370059_R06C01" "NJ0000021475"
"3998370067_R04C02" "NJ0000021479"
"3998359007_R09C02" "NJ0000021483"
"3998359081_R03C01" "NJ0000021486"
"3998359115_R10C01" "NJ0000021492"
"3998346138_R12C02" "NJ0000021494"
"3998359007_R01C02" "NJ0000021533"
"3998370026_R07C02" "NJ0000021557"
"3998705017_R04C01" "NJ0000021558"
"3998352068_R01C01" "NJ0000021569"
"3998352025_R06C01" "NJ0000021578"
"3998370156_R09C01" "NJ0000021593"
"3998705021_R09C01" "NJ0000021609"
"3998359132_R01C01" "NJ0000021617"
"3998359081_R10C02" "NJ0000021618"
"3998359115_R06C01" "NJ0000021620"
"3998359119_R06C01" "NJ0000021625"
"3998705005_R12C02" "NJ0000021629"
"3998370135_R11C01" "NJ0000021636"
"3998346120_R02C02" "NJ0000021637"
"3998359129_R04C02" "NJ0000021662"
"3998705013_R10C02" "NJ0000021671"
"3998352067_R03C02" "NJ0000021678"
"3998705021_R11C02" "NJ0000021681"
"3998370156_R08C01" "NJ0000021699"
"3998359058_R04C01" "NJ0000021703"
"3998370156_R04C02" "NJ0000021704"
"3998370060_R01C01" "NJ0000021714"
"3998359047_R03C02" "NJ0000021729"
"3998352002_R07C02" "NJ0000021731"
"3998705021_R06C02" "NJ0000021734"
"3998370087_R10C01" "NJ0000021750"
"3998370026_R09C01" "NJ0000021771"
"3998359008_R03C02" "NJ0000021774"
"3998705005_R04C02" "NJ0000021784"
"3998370068_R10C02" "NJ0000021818"
"3998370087_R05C02" "NJ0000021858"
"3998346111_R07C02" "NJ0000021871"
"3998346028_R06C02" "NJ0000021872"
"3998346111_R11C01" "NJ0000021892"
"3998359129_R05C02" "NJ0000021901"
"3998370059_R01C01" "NJ0000021906"
"3998370087_R12C02" "NJ0000021910"
"3998370087_R06C02" "NJ0000021916"
"3998370130_R06C01" "NJ0000021939"
"3998359144_R02C01" "NJ0000021955"
"3998359051_R11C02" "NJ0000021958"
"3998352096_R02C01" "NJ0000021981"
"3998370026_R12C02" "NJ0000021989"
"3998346061_R12C02" "NJ0000021996"
"3998370058_R11C01" "NJ0000022030"
"3998370068_R04C02" "NJ0000022040"
"3998705021_R04C01" "NJ0000022061"
"3998359129_R12C01" "NJ0000022066"
"3998359109_R09C01" "NJ0000022094"
"3998370117_R11C01" "NJ0000022109"
"3998359081_R11C01" "NJ0000022123"
"3998346111_R07C01" "NJ0000022133"
"3998359008_R04C02" "NJ0000022159"
"3998359164_R11C02" "NJ0000022163"
"3998352068_R11C01" "NJ0000022166"
"3998359062_R02C02" "NJ0000022173"
"3998359058_R12C01" "NJ0000022188"
"3998705005_R09C01" "NJ0000022243"
"3998370068_R09C01" "NJ0000022258"
"3998352067_R08C01" "NJ0000022262"
"3998705021_R05C02" "NJ0000022273"
"3998352090_R03C02" "NJ0000022309"
"3998370060_R05C01" "NJ0000022324"
"3998352114_R01C01" "NJ0000022368"
"3998352114_R08C02" "NJ0000022374"
"3998352068_R07C01" "NJ0000022377"
"3998370053_R03C01" "NJ0000022385"
"3998352066_R02C01" "NJ0000022389"
"3998370156_R04C01" "NJ0000022390"
"3998352061_R09C02" "NJ0000022403"
"3998370156_R11C02" "NJ0000022408"
"3998346028_R03C01" "NJ0000022410"
"3998370067_R03C01" "NJ0000022412"
"3998370148_R11C02" "NJ0000022425"
"3998352068_R10C02" "NJ0000022473"
"3998359132_R05C01" "NJ0000022484"
"3998352057_R05C02" "NJ0000022496"
"3998370059_R11C01" "NJ0000022500"
"3998359058_R06C02" "NJ0000022502"
"3998352114_R06C02" "NJ0000022518"
"3998705006_R01C02" "NJ0000022522"
"3998359007_R06C02" "NJ0000022537"
"3998370156_R01C02" "NJ0000022576"
"3998370059_R01C02" "NJ0000022577"
"3998346120_R12C02" "NJ0000022581"
"3998352068_R02C02" "NJ0000022610"
"3998370156_R03C01" "NJ0000022620"
"3998352090_R05C02" "NJ0000022627"
"3998359008_R01C01" "NJ0000022628"
"3998359051_R01C01" "NJ0000022668"
"3998352134_R01C02" "NJ0000022702"
"3998359129_R11C01" "NJ0000023071"
"3998705021_R06C01" "NJ0000023088"
"3998346138_R05C01" "NJ0000023136"
"3998359014_R11C01" "NJ0000023328"
"3998359115_R03C01" "NJ0000023413"
"3998346120_R06C01" "NJ0000023457"
"3998352025_R01C02" "NJ0000023634"
"3998352142_R01C01" "NJ0000023643"
"3998359058_R05C01" "NJ0000023654"
"3998705004_R12C02" "NJ0000023665"
"3998705005_R02C02" "NJ0000023700"
"3998359070_R10C02" "NJ0000023702"
"3998352114_R12C02" "NJ0000023704"
"3998370156_R11C01" "NJ0000023710"
"3998346061_R11C02" "NJ0000023718"
"3998352003_R11C01" "NJ0000023721"
"3998370156_R10C01" "NJ0000023732"
"3998359119_R09C02" "NJ0000023733"
"3998352166_R12C01" "NJ0000023747"
"3998370156_R02C01" "NJ0000023761"
"3998352067_R06C01" "NJ0000023798"
"3998346138_R09C01" "NJ0000023799"
"3998359011_R03C02" "NJ0000023803"
"3998359115_R02C02" "NJ0000023807"
"3998359043_R10C01" "NJ0000023809"
"3998352041_R12C02" "NJ0000023852"
"3998370026_R10C02" "NJ0000023857"
"3998359011_R11C02" "NJ0000023871"
"3998359007_R07C01" "NJ0000023875"
"3998370059_R02C01" "NJ0000023877"
"3998370053_R04C02" "NJ0000023881"
"3998346138_R10C01" "NJ0000023904"
"3998705005_R11C01" "NJ0000023913"
"3998346028_R05C01" "NJ0000023932"
"3998359050_R06C01" "NJ0000023947"
"3998352003_R01C02" "NJ0000023948"
"3998705021_R03C02" "NJ0000023958"
"3998346111_R12C02" "NJ0000023974"
"3998370067_R03C02" "NJ0000023977"
"3998370098_R10C02" "NJ0000023988"
"3998359135_R12C02" "NJ0000024000"
"3998359058_R08C02" "NJ0000024028"
"3998359011_R06C02" "NJ0000024041"
"3998359132_R08C01" "NJ0000024049"
"3998370148_R02C01" "NJ0000024051"
"3998370098_R11C02" "NJ0000024055"
"3998346120_R03C01" "NJ0000024060"
"3998359164_R02C01" "NJ0000024064"
"3998359050_R09C02" "NJ0000024065"
"3998370087_R12C01" "NJ0000024077"
"3998370058_R02C02" "NJ0000024083"
"3998359132_R07C02" "NJ0000024098"
"3998370068_R01C01" "NJ0000024101"
"3998359132_R03C01" "NJ0000024115"
"3998352118_R12C02" "NJ0000024160"
"3998359062_R09C01" "NJ0000024182"
"3998346120_R04C01" "NJ0000024183"
"3998705005_R10C01" "NJ0000024186"
"3998352090_R10C01" "NJ0000024192"
"3998705005_R01C02" "NJ0000024199"
"3998705021_R12C01" "NJ0000024209"
"3998370156_R01C01" "NJ0000024218"
"3998359011_R10C01" "NJ0000024221"
"3998359109_R05C02" "NJ0000024222"
"3998352114_R07C02" "NJ0000024236"
"3998346138_R04C02" "NJ0000024247"
"3998359164_R04C01" "NJ0000024251"
"3998359119_R04C02" "NJ0000024257"
"3998705021_R09C02" "NJ0000024258"
"3998370156_R12C01" "NJ0000024269"
"3998346120_R09C02" "NJ0000024293"
"3998705006_R11C01" "NJ0000024300"
"3998370156_R02C02" "NJ0000024311"
"3998370098_R03C02" "NJ0000024319"
"3998352134_R08C02" "NJ0000024321"
"3998370098_R01C01" "NJ0000024323"
"3998346061_R10C02" "NJ0000024331"
"3998370120_R06C02" "NJ0000024332"
"3998370053_R09C01" "NJ0000024362"
"3998359164_R02C02" "NJ0000024363"
"3998352134_R03C02" "NJ0000024372"
"3998370098_R09C01" "NJ0000024375"
"3998352061_R07C02" "NJ0000024406"
"3998359164_R08C02" "NJ0000024409"
"3998370059_R08C01" "NJ0000024412"
"3998359132_R07C01" "NJ0000024425"
"3998370068_R08C02" "NJ0000024430"
"3998370156_R06C02" "NJ0000024443"
"3998370148_R03C02" "NJ0000024462"
"3998352105_R03C02" "NJ0000U11501"
"3998352081_R10C01" "NJ0000U11502"
"3998352105_R12C01" "NJ0000U11503"
"3998352089_R10C02" "NJ0000U11504"
"3998352105_R05C01" "NJ0000U11506"
"3998352105_R11C02" "NJ0000U11507"
"3998346031_R11C02" "NJ0000U11508"
"3998359005_R12C01" "NJ0000U11509"
"3998352063_R01C01" "NJ0000U11510"
"3998370087_R02C02" "NJ0000U11511"
"3998352105_R09C01" "NJ0000U11512"
"3998352089_R05C02" "NJ0000U11513"
"3998352089_R05C01" "NJ0000U11514"
"3998352105_R01C01" "NJ0000U11515"
"3998352089_R08C01" "NJ0000U11516"
"3998352089_R03C01" "NJ0000U11517"
"3998346013_R08C02" "NJ0000U11519"
"3998359054_R05C02" "NJ0000U11520"
"3998359054_R12C01" "NJ0000U11521"
"3998359054_R07C02" "NJ0000U11522"
"3998359054_R12C02" "NJ0000U11523"
"3998359054_R04C02" "NJ0000U11524"
"3998359054_R02C02" "NJ0000U11525"
"3998359005_R01C01" "NJ0000U11526"
"3998352089_R04C01" "NJ0000U11527"
"3998359005_R03C01" "NJ0000U11528"
"3998359037_R11C02" "NJ0000U11529"
"3998359037_R09C02" "NJ0000U11530"
"3998359005_R05C01" "NJ0000U11531"
"3998346017_R11C02" "NJ0000U11532"
"3998370136_R12C01" "NJ0000U11533"
"3998359037_R03C01" "NJ0000U11534"
"3998346013_R08C01" "NJ0000U11535"
"3998352063_R03C01" "NJ0000U11536"
"3998370164_R07C01" "NJ0000U11537"
"3998359054_R09C02" "NJ0000U11538"
"3998370164_R01C01" "NJ0000U11539"
"3998359054_R11C02" "NJ0000U11540"
"3998370164_R08C01" "NJ0000U11541"
"3998370164_R11C01" "NJ0000U11543"
"3998370164_R01C02" "NJ0000U11544"
"3998352063_R05C01" "NJ0000U11545"
"3998359054_R08C02" "NJ0000U11546"
"3998359037_R09C01" "NJ0000U11547"
"3998346017_R01C02" "NJ0000U11548"
"3998370136_R04C02" "NJ0000U11549"
"3998359005_R09C01" "NJ0000U11550"
"3998359037_R11C01" "NJ0000U11551"
"3998359037_R03C02" "NJ0000U11553"
"3998346013_R04C02" "NJ0000U11554"
"3998346013_R09C02" "NJ0000U11555"
"3998346013_R06C02" "NJ0000U11557"
"3998359054_R08C01" "NJ0000U11558"
"3998359054_R06C01" "NJ0000U11559"
"3998346031_R07C02" "NJ0000U11561"
"3998359005_R02C01" "NJ0000U11562"
"3998346017_R09C02" "NJ0000U11563"
"3998370136_R04C01" "NJ0000U11564"
"3998370136_R07C02" "NJ0000U11565"
"3998370136_R06C01" "NJ0000U11566"
"3998346031_R10C02" "NJ0000U11567"
"3998352063_R07C01" "NJ0000U11568"
"3998359005_R05C02" "NJ0000U11569"
"3998359005_R07C02" "NJ0000U11570"
"3998346017_R06C02" "NJ0000U11571"
"3998346031_R11C01" "NJ0000U11572"
"3998346031_R03C02" "NJ0000U11573"
"3998346017_R10C02" "NJ0000U11575"
"3998346031_R05C02" "NJ0000U11576"
"3998346017_R12C02" "NJ0000U11577"
"3998359005_R10C01" "NJ0000U11578"
"3998359005_R01C02" "NJ0000U11579"
"3998346031_R12C01" "NJ0000U11580"
"3998352081_R10C02" "NJ0000U11581"
"3998352063_R09C01" "NJ0000U11582"
"3998346017_R08C02" "NJ0000U11583"
"3998359037_R12C02" "NJ0000U11584"
"3998359054_R02C01" "NJ0000U11585"
"3998352081_R12C02" "NJ0000U11587"
"3998359005_R07C01" "NJ0000U11588"
"3998346031_R01C01" "NJ0000U11589"
"3998346031_R05C01" "NJ0000U11590"
"3998346031_R03C01" "NJ0000U11592"
"3998346031_R07C01" "NJ0000U11593"
"3998346031_R09C01" "NJ0000U11594"
"3998370087_R11C02" "NJ0000U11595"
"3998346031_R02C01" "NJ0000U11596"
"3998346031_R04C01" "NJ0000U11597"
"3998346031_R06C01" "NJ0000U11598"
"3998352105_R12C02" "NJ0000U11599"
"3998346031_R08C01" "NJ0000U11600"
"3998359054_R01C01" "NJ0000U11601"
"3998359054_R03C01" "NJ0000U11602"
"3998359054_R05C01" "NJ0000U11603"
"3998359054_R07C01" "NJ0000U11604"
"3998359054_R09C01" "NJ0000U11605"
"3998359054_R11C01" "NJ0000U11607"
"3998352063_R02C01" "NJ0000U11608"
"3998346017_R04C02" "NJ0000U11609"
"3998359054_R04C01" "NJ0000U11610"
"3998352063_R08C01" "NJ0000U11611"
"3998346017_R02C02" "NJ0000U11612"
"3998352063_R10C01" "NJ0000U11613"
"3998359054_R10C01" "NJ0000U11614"
"3998352063_R12C01" "NJ0000U11616"
"3998359054_R01C02" "NJ0000U11617"
"3998359054_R03C02" "NJ0000U11618"
"3998370087_R09C02" "NJ0000U11619"
"3998352063_R04C01" "NJ0000U11620"
"3998352063_R06C01" "NJ0000U11621"
"3998352063_R01C02" "NJ0000U11622"
"3998359005_R03C02" "NJ0000U11623"
"3998352063_R03C02" "NJ0000U11624"
"3998352063_R05C02" "NJ0000U11625"
"3998352081_R08C02" "NJ0000U11626"
"3998359054_R06C02" "NJ0000U11627"
"3998352063_R07C02" "NJ0000U11628"
"3998359054_R10C02" "NJ0000U11629"
"3998352063_R09C02" "NJ0000U11630"
"3998352063_R11C02" "NJ0000U11631"
"3998370164_R03C01" "NJ0000U11633"
"3998370164_R05C01" "NJ0000U11635"
"3998352063_R02C02" "NJ0000U11637"
"3998352081_R06C01" "NJ0000U11639"
"3998370164_R09C01" "NJ0000U11641"
"3998352063_R04C02" "NJ0000U11642"
"3998370164_R02C01" "NJ0000U11643"
"3998370164_R04C01" "NJ0000U11644"
"3998352063_R06C02" "NJ0000U11646"
"3998370164_R10C01" "NJ0000U11647"
"3998370164_R02C02" "NJ0000U11648"
"3998370164_R12C01" "NJ0000U11649"
"3998352063_R08C02" "NJ0000U11650"
"3998370164_R03C02" "NJ0000U11651"
"3998370164_R05C02" "NJ0000U11652"
"3998370164_R07C02" "NJ0000U11653"
"3998370164_R09C02" "NJ0000U11654"
"3998370164_R06C01" "NJ0000U11655"
"3998370164_R11C02" "NJ0000U11656"
"3998352081_R06C02" "NJ0000U11659"
"3998370164_R04C02" "NJ0000U11660"
"3998370164_R06C02" "NJ0000U11661"
"3998370164_R08C02" "NJ0000U11662"
"3998370164_R10C02" "NJ0000U11663"
"3998370164_R12C02" "NJ0000U11664"
"3998370136_R01C01" "NJ0000U11665"
"3998370136_R03C01" "NJ0000U11666"
"3998370136_R05C01" "NJ0000U11667"
"3998370136_R07C01" "NJ0000U11668"
"3998370136_R09C01" "NJ0000U11669"
"3998370136_R11C01" "NJ0000U11670"
"3998370136_R02C01" "NJ0000U11672"
"3998352063_R10C02" "NJ0000U11674"
"3998352063_R12C02" "NJ0000U11675"
"3998370136_R08C01" "NJ0000U11676"
"3998370136_R10C01" "NJ0000U11677"
"3998346029_R01C01" "NJ0000U11678"
"3998370136_R01C02" "NJ0000U11679"
"3998370136_R03C02" "NJ0000U11680"
"3998346031_R10C01" "NJ0000U11681"
"3998352063_R11C01" "NJ0000U11682"
"3998346031_R01C02" "NJ0000U11683"
"3998370136_R05C02" "NJ0000U11684"
"3998346029_R11C01" "NJ0000U11685"
"3998370136_R09C02" "NJ0000U11686"
"3998370136_R11C02" "NJ0000U11687"
"3998370136_R02C02" "NJ0000U11688"
"3998346029_R05C01" "NJ0000U11689"
"3998370136_R06C02" "NJ0000U11691"
"3998370136_R08C02" "NJ0000U11692"
"3998370136_R10C02" "NJ0000U11693"
"3998370136_R12C02" "NJ0000U11694"
"3998359037_R01C01" "NJ0000U11695"
"3998346029_R03C01" "NJ0000U11696"
"3998359037_R05C01" "NJ0000U11697"
"3998359037_R07C01" "NJ0000U11698"
"3998346029_R07C01" "NJ0000U11700"
"3998359037_R12C01" "NJ0000U11701"
"3998359037_R01C02" "NJ0000U11704"
"3998346029_R09C01" "NJ0000U11705"
"3998359037_R05C02" "NJ0000U11707"
"3998346013_R01C01" "NJ0000U11708"
"3998346013_R03C01" "NJ0000U11709"
"3998346013_R05C01" "NJ0000U11710"
"3998346013_R07C01" "NJ0000U11712"
"3998346029_R06C01" "NJ0000U11713"
"3998346013_R11C01" "NJ0000U11714"
"3998346013_R02C01" "NJ0000U11715"
"3998352081_R04C01" "NJ0000U11716"
"3998346013_R04C01" "NJ0000U11717"
"3998346013_R06C01" "NJ0000U11718"
"3998346029_R08C01" "NJ0000U11719"
"3998346013_R10C01" "NJ0000U11720"
"3998346013_R12C01" "NJ0000U11721"
"3998346013_R01C02" "NJ0000U11723"
"3998346013_R03C02" "NJ0000U11724"
"3998346013_R05C02" "NJ0000U11725"
"3998346013_R07C02" "NJ0000U11726"
"3998346029_R10C01" "NJ0000U11727"
"3998346013_R11C02" "NJ0000U11728"
"3998346013_R02C02" "NJ0000U11729"
"3998346029_R07C02" "NJ0000U11730"
"3998346029_R05C02" "NJ0000U11731"
"3998346029_R09C02" "NJ0000U11732"
"3998346013_R10C02" "NJ0000U11733"
"3998346013_R12C02" "NJ0000U11734"
"3998352089_R01C01" "NJ0000U11735"
"3998346029_R01C02" "NJ0000U11736"
"3998346029_R12C01" "NJ0000U11737"
"3998352089_R07C01" "NJ0000U11738"
"3998352089_R09C01" "NJ0000U11739"
"3998352089_R11C01" "NJ0000U11740"
"3998352089_R02C01" "NJ0000U11741"
"3998346029_R02C02" "NJ0000U11742"
"3998352089_R06C01" "NJ0000U11744"
"3998346029_R03C02" "NJ0000U11745"
"3998352089_R10C01" "NJ0000U11746"
"3998352089_R12C01" "NJ0000U11747"
"3998352089_R01C02" "NJ0000U11748"
"3998352089_R03C02" "NJ0000U11749"
"3998346029_R06C02" "NJ0000U11750"
"3998352089_R07C02" "NJ0000U11751"
"3998352089_R09C02" "NJ0000U11754"
"3998352089_R11C02" "NJ0000U11755"
"3998352089_R02C02" "NJ0000U11756"
"3998352089_R04C02" "NJ0000U11757"
"3998352089_R06C02" "NJ0000U11758"
"3998352089_R08C02" "NJ0000U11759"
"3998346029_R04C02" "NJ0000U11760"
"3998352089_R12C02" "NJ0000U11761"
"3998359005_R11C01" "NJ0000U11762"
"3998352105_R03C01" "NJ0000U11764"
"3998346029_R11C02" "NJ0000U11765"
"3998346013_R09C01" "NJ0000U11766"
"3998352105_R07C01" "NJ0000U11767"
"3998346029_R10C02" "NJ0000U11768"
"3998352105_R11C01" "NJ0000U11770"
"3998352105_R02C01" "NJ0000U11771"
"3998352105_R04C01" "NJ0000U11773"
"3998352105_R06C01" "NJ0000U11775"
"3998352105_R08C01" "NJ0000U11776"
"3998352105_R10C01" "NJ0000U11778"
"3998359005_R04C01" "NJ0000U11781"
"3998359037_R02C01" "NJ0000U11782"
"3998359037_R04C01" "NJ0000U11783"
"3998359037_R06C01" "NJ0000U11784"
"3998359037_R08C01" "NJ0000U11786"
"3998359037_R10C01" "NJ0000U11787"
"3998346017_R01C01" "NJ0000U11788"
"3998352105_R01C02" "NJ0000U11789"
"3998352081_R12C01" "NJ0000U11790"
"3998346017_R03C01" "NJ0000U11791"
"3998352105_R05C02" "NJ0000U11792"
"3998352105_R07C02" "NJ0000U11793"
"3998352105_R09C02" "NJ0000U11794"
"3998346029_R12C02" "NJ0000U11796"
"3998352105_R02C02" "NJ0000U11798"
"3998352105_R04C02" "NJ0000U11799"
"3998346017_R05C01" "NJ0000U11801"
"3998352105_R08C02" "NJ0000U11802"
"3998352105_R10C02" "NJ0000U11803"
"3998346029_R08C02" "NJ0000U11804"
"3998352081_R01C01" "NJ0000U11807"
"3998352081_R03C01" "NJ0000U11808"
"3998352081_R05C01" "NJ0000U11809"
"3998352081_R07C01" "NJ0000U11810"
"3998352081_R09C01" "NJ0000U11812"
"3998352081_R11C01" "NJ0000U11813"
"3998352081_R02C01" "NJ0000U11814"
"3998359037_R10C02" "NJ0000U11817"
"3998359037_R04C02" "NJ0000U11819"
"3998346017_R07C01" "NJ0000U11820"
"3998359037_R06C02" "NJ0000U11821"
"3998346017_R06C01" "NJ0000U11822"
"3998346031_R08C02" "NJ0000U11823"
"3998346017_R08C01" "NJ0000U11825"
"3998346017_R12C01" "NJ0000U11828"
"3998346017_R11C01" "NJ0000U11829"
"3998346017_R09C01" "NJ0000U11831"
"3998346017_R04C01" "NJ0000U11832"
"3998346017_R10C01" "NJ0000U11833"
"3998352081_R03C02" "NJ0000U11834"
"3998352081_R05C02" "NJ0000U11837"
"3998352105_R06C02" "NJ0000U11839"
"3998346017_R05C02" "NJ0000U11842"
"3998352081_R01C02" "NJ0000U11843"
"3998359037_R08C02" "NJ0000U11845"
"3998346031_R06C02" "NJ0000U11848"
"3998352081_R08C01" "NJ0000U11851"
"3998346031_R04C02" "NJ0000U11853"
"3998346031_R02C02" "NJ0000U11855"
"3998359037_R02C02" "NJ0000U11856"
"3998346031_R09C02" "NJ0000U11857"
"3998352118_R10C02" "NJ0000U11859"
"3998352081_R07C02" "NJ0000U11861"
"3998352081_R09C02" "NJ0000U11864"
"3998352081_R11C02" "NJ0000U11866"
"3998352081_R02C02" "NJ0000U11867"
"3998352081_R04C02" "NJ0000U11872"
"3998346031_R12C02" "NJ0000U11873"
"3998346017_R03C02" "NJ0000U11874"
"3998346017_R02C01" "NJ0000U11875"
"3998346029_R02C01" "NJ0000U11878"
"3998346029_R04C01" "NJ0000U11881"
"3998359037_R07C02" "NJ0000U11882"
"3998359052_R07C02" "NO0000005_AN"
"3998346058_R06C02" "NO0000009_KO"
"3998370014_R05C02" "NO0000013_TS"
"3998346058_R02C01" "NO0000021_LN"
"3998359130_R03C02" "NO0000025_HG"
"3998359096_R07C01" "NO0000037_EB"
"3998352070_R11C02" "NO0000057_JN"
"3998359096_R03C01" "NO0000069_GM"
"3998370168_R02C01" "NO0000071_GM"
"3998370014_R12C02" "NO0000072_KL"
"3998370018_R03C01" "NO0000084_DL"
"3998370070_R04C02" "NO0000093_BM"
"3998346016_R07C01" "NO0000098_MS"
"3998359068_R09C02" "NO00000TC_2B"
"3998359075_R09C02" "NO00000TC_4B"
"3998352079_R09C02" "NO00000TC_5B"
"3998352080_R11C02" "NO00000TC_6B"
"3998370168_R08C01" "NO0000100_HH"
"3998359093_R01C02" "NO0000102_TG"
"3998359096_R09C01" "NO0000105_TG"
"3998359009_R12C01" "NO0000109"
"3998359122_R10C01" "NO0000115_MM"
"3998346002_R08C01" "NO0000122_CA"
